order_id,order_date,customer_id,segment,category,sub_category,sales,quantity,profit
CA-2015-146486,2015-11-09,DV-13465,Consumer,Office Supplies,Envelopes,12.24,6,"2.055.707,00"
CA-2015-146486,2015-11-09,DV-13465,Consumer,Technology,Accessories,13.98,2,"-652.170,00"
CA-2015-146486,2015-11-09,DV-13465,Consumer,Technology,Accessories,899.95,5,"53.997,00"
US-2014-168501,2014-11-21,JK-15325,Corporate,Office Supplies,Envelopes,"1.632,00",1,"5.508,00"
US-2014-168501,2014-11-21,JK-15325,Corporate,Technology,Phones,267.96,5,"167.475,00"
CA-2015-112053,2015-10-11,SH-20395,Consumer,Technology,Accessories,31.95,1,"169.871,00"
CA-2017-108539,2017-03-21,SC-20725,Consumer,Office Supplies,Storage,725.84,4,"2.104.936,00"
CA-2017-108539,2017-03-21,SC-20725,Consumer,Office Supplies,Binders,"10.896,00",3,"2.775.174,00"
CA-2017-108539,2017-03-21,SC-20725,Consumer,Office Supplies,Binders,"8.544,00",2,"2.533.355,00"
CA-2015-149811,2015-01-04,CS-12250,Corporate,Office Supplies,Binders,32.34,3,"155.232,00"
CA-2015-149811,2015-01-04,CS-12250,Corporate,Office Supplies,Paper,39.9,5,19.95
US-2017-103814,2017-12-09,LH-16900,Consumer,Office Supplies,Paper,"143.856,00",9,"485.514,00"
CA-2016-123932,2016-09-06,YC-21895,Corporate,Office Supplies,Paper,41.92,4,"15.196,00"
CA-2016-123932,2016-09-06,YC-21895,Corporate,Technology,Phones,"329.584,00",2,"370.782,00"
US-2016-101616,2016-09-03,CY-12745,Corporate,Office Supplies,Binders,87.28,8,"410.216,00"
CA-2014-113768,2014-05-13,AH-10030,Corporate,Furniture,Chairs,"279.456,00",6,"209.592,00"
CA-2014-113768,2014-05-13,AH-10030,Corporate,Office Supplies,Paper,"8,00",2,3.84
CA-2016-138037,2016-09-29,AR-10540,Consumer,Office Supplies,Binders,27.24,5,"9.534,00"
CA-2014-150490,2014-08-05,SS-20590,Consumer,Technology,Accessories,16.36,1,"1.636,00"
CA-2014-150490,2014-08-05,SS-20590,Consumer,Office Supplies,Storage,15.78,2,"6.312,00"
CA-2014-150490,2014-08-05,SS-20590,Consumer,Office Supplies,Art,45.98,2,"2.500.056,00"
US-2017-126060,2017-04-14,DW-13585,Corporate,Furniture,Bookcases,"198.272,00",8,"-322.192,00"
CA-2017-100951,2017-06-09,NC-18625,Corporate,Office Supplies,Storage,720.76,5,"54.057,00"
CA-2016-122017,2016-12-29,CD-11920,Consumer,Furniture,Furnishings,70.56,6,"239.904,00"
CA-2016-122017,2016-12-29,CD-11920,Consumer,Office Supplies,Appliances,81.96,2,"229.488,00"
CA-2014-123477,2014-01-18,DW-13195,Corporate,Office Supplies,Appliances,"64.864,00",4,"1.082.733,00"
CA-2016-107790,2016-11-20,EH-13990,Consumer,Technology,Phones,"151.192,00",1,"132.293,00"
CA-2017-158071,2017-06-10,BD-11320,Consumer,Technology,Phones,"88.776,00",3,"2.110.920,00"
CA-2017-158071,2017-06-10,BD-11320,Consumer,Office Supplies,Labels,11.56,4,"888.392,00"
CA-2017-158071,2017-06-10,BD-11320,Consumer,Office Supplies,Storage,15.58,1,"3.895,00"
CA-2017-147403,2017-09-10,KH-16630,Corporate,Office Supplies,Paper,"85.056,00",3,"287.064,00"
US-2017-136721,2017-04-08,NH-18610,Corporate,Furniture,Furnishings,273.96,2,"712.296,00"
US-2017-136721,2017-04-08,NH-18610,Corporate,Furniture,Furnishings,306.9,3,"79.794,00"
CA-2015-118738,2015-10-24,AG-10495,Corporate,Office Supplies,Paper,"15.552,00",3,"924.917,00"
CA-2015-118738,2015-10-24,AG-10495,Corporate,Furniture,Tables,"347.361,00",7,"-694.722,00"
CA-2015-118738,2015-10-24,AG-10495,Corporate,Office Supplies,Paper,"10.368,00",2,"1.602.746,00"
CA-2017-134152,2017-05-27,RP-19855,Corporate,Technology,Accessories,98.16,6,"9.816,00"
CA-2017-134152,2017-05-27,RP-19855,Corporate,Office Supplies,Art,31.44,3,7.86
CA-2014-125542,2014-12-05,NB-18655,Corporate,Office Supplies,Envelopes,"348.488,00",7,"1.176.147,00"
CA-2014-125542,2014-12-05,NB-18655,Corporate,Office Supplies,Storage,"172.736,00",4,"-302.288,00"
CA-2016-136021,2016-08-14,JM-15580,Consumer,Office Supplies,Paper,15.54,3,"1.551.003,00"
CA-2016-136021,2016-08-14,JM-15580,Consumer,Technology,Machines,"105.552,00",6,"356.238,00"
CA-2016-149195,2016-09-05,DM-13525,Corporate,Office Supplies,Paper,25.92,5,"9.072,00"
CA-2016-149195,2016-09-05,DM-13525,Corporate,Office Supplies,Fasteners,"15.808,00",8,"530.455,00"
CA-2016-149195,2016-09-05,DM-13525,Corporate,Office Supplies,Paper,"10.368,00",2,"2.076.100,00"
CA-2017-161410,2017-06-26,CC-12220,Consumer,Technology,Phones,358.2,3,41.79
CA-2017-161410,2017-06-26,CC-12220,Consumer,Technology,Phones,"545.916,00",14,"727.888,00"
CA-2017-152786,2017-03-12,GA-14725,Consumer,Office Supplies,Binders,40.41,9,"185.886,00"
CA-2017-164707,2017-02-18,CV-12805,Corporate,Technology,Phones,"167.976,00",3,"1.127.049,00"
CA-2017-164707,2017-02-18,CV-12805,Corporate,Technology,Accessories,109.53,3,"470.979,00"
CA-2017-164707,2017-02-18,CV-12805,Corporate,Office Supplies,Labels,9.82,2,"2.271.170,00"
CA-2017-163874,2017-11-10,NC-18535,Corporate,Office Supplies,Binders,"26.352,00",3,"1.324.614,00"
US-2014-123183,2014-11-19,GR-14560,Corporate,Office Supplies,Labels,"43.973,00",6,"44.053,00"
US-2014-123183,2014-11-19,GR-14560,Corporate,Office Supplies,Labels,9.96,2,"1.430.382,00"
US-2014-123183,2014-11-19,GR-14560,Corporate,Office Supplies,Binders,213.08,7,"1.022.784,00"
US-2014-123183,2014-11-19,GR-14560,Corporate,Furniture,Bookcases,1025.88,6,"2.359.524,00"
CA-2014-104829,2014-11-18,JG-15805,Corporate,Office Supplies,Paper,21.98,7,"9.891,00"
US-2016-147340,2016-09-24,EB-13750,Corporate,Furniture,Furnishings,63.2,5,"23.384,00"
CA-2016-145492,2016-11-20,MC-17605,Corporate,Office Supplies,Appliances,"39,00",12,11.31
CA-2016-163202,2016-09-27,BM-11650,Corporate,Office Supplies,Binders,"2.907,00",3,"-20.349,00"
CA-2016-117681,2016-04-09,HF-14995,Consumer,Furniture,Bookcases,"556.665,00",5,"6.549,00"
CA-2017-132262,2017-09-21,ML-18265,Consumer,Technology,Accessories,71.98,2,"151.158,00"
CA-2017-132262,2017-09-21,ML-18265,Consumer,Technology,Accessories,79.98,2,"263.934,00"
CA-2017-123043,2017-08-24,AH-10195,Corporate,Office Supplies,Binders,"24.672,00",4,7.71
CA-2017-123043,2017-08-24,AH-10195,Corporate,Office Supplies,Binders,"3.744,00",1,"439.753,00"
US-2016-143280,2016-02-22,TZ-21580,Consumer,Technology,Phones,445.96,5,"55.745,00"
US-2016-143280,2016-02-22,TZ-21580,Consumer,Technology,Accessories,36.24,1,"152.208,00"
US-2016-143280,2016-02-22,TZ-21580,Consumer,Office Supplies,Fasteners,10.65,3,"20.210,00"
CA-2017-108854,2017-12-08,DM-13345,Corporate,Office Supplies,Paper,87.92,4,"404.432,00"
CA-2017-108854,2017-12-08,DM-13345,Corporate,Office Supplies,Binders,"22.424,00",1,"8.409,00"
CA-2017-108854,2017-12-08,DM-13345,Corporate,Office Supplies,Binders,90.48,3,33.93
CA-2017-108854,2017-12-08,DM-13345,Corporate,Office Supplies,Storage,42.76,1,"-264.129,00"
CA-2017-166856,2017-09-18,TS-21505,Consumer,Office Supplies,Binders,"44.053,00",7,"3.528,00"
CA-2017-166856,2017-09-18,TS-21505,Consumer,Technology,Accessories,101.34,3,"-302.206,00"
CA-2016-153157,2016-09-11,TB-21625,Consumer,Technology,Phones,224.75,5,62.93
US-2017-125647,2017-09-23,LC-16870,Consumer,Office Supplies,Appliances,"73.176,00",6,"-1.975.752,00"
US-2017-125647,2017-09-23,LC-16870,Consumer,Office Supplies,Paper,"20.736,00",4,"247.088,00"
US-2017-125647,2017-09-23,LC-16870,Consumer,Technology,Phones,"39.984,00",2,"-89.964,00"
CA-2014-132542,2014-10-06,AM-10360,Corporate,Office Supplies,Binders,15.36,2,7.68
CA-2015-110877,2015-10-23,JE-15715,Consumer,Office Supplies,Paper,"36.288,00",7,"1.865.995,00"
CA-2015-110877,2015-10-23,JE-15715,Consumer,Technology,Phones,"150.384,00",2,"150.384,00"
US-2016-151827,2016-03-31,CS-11950,Consumer,Technology,Phones,"280.782,00",3,"-608.361,00"
US-2016-151827,2016-03-31,CS-11950,Consumer,Technology,Accessories,"31.984,00",2,"34.335,00"
US-2016-163258,2016-12-29,PF-19225,Consumer,Office Supplies,Binders,"11.232,00",3,"2.707.239,00"
CA-2017-103009,2017-11-03,PJ-18835,Corporate,Office Supplies,Paper,"43.947,00",5,11.88
US-2017-120649,2017-01-20,JF-15490,Consumer,Office Supplies,Art,3.52,2,"-617.989,00"
CA-2016-153598,2016-12-03,NM-18520,Consumer,Technology,Accessories,1649.95,5,659.98
CA-2016-153598,2016-12-03,NM-18520,Consumer,Furniture,Furnishings,111.9,6,"51.474,00"
US-2016-108497,2016-06-14,MH-17290,Home Office,Furniture,Bookcases,"599.165,00",5,"35.245,00"
CA-2016-113096,2016-09-02,SZ-20035,Home Office,Office Supplies,Storage,46.53,3,"-336.417,00"
CA-2014-136861,2014-09-05,PR-18880,Consumer,Furniture,Furnishings,"31.984,00",2,"1.999,00"
CA-2017-117422,2017-10-21,FC-14245,Home Office,Office Supplies,Appliances,"161.568,00",2,"161.568,00"
CA-2017-117422,2017-10-21,FC-14245,Home Office,Office Supplies,Paper,"4.064,00",1,"663.282,00"
CA-2017-117422,2017-10-21,FC-14245,Home Office,Office Supplies,Binders,"6.216,00",4,"-49.728,00"
CA-2017-129707,2017-04-25,LH-16750,Consumer,Office Supplies,Art,"8.896,00",4,"6.672,00"
CA-2015-160171,2015-10-19,RM-19675,Home Office,Office Supplies,Appliances,"-94.779,00",5,"459.396,00"
CA-2015-160171,2015-10-19,RM-19675,Home Office,Technology,Accessories,"270,00",3,97.2
CA-2014-103317,2014-07-05,DM-13525,Corporate,Furniture,Furnishings,19.52,2,"5.368,00"
CA-2014-103317,2014-07-05,DM-13525,Corporate,Office Supplies,Binders,9.81,5,"-6.867,00"
CA-2014-103317,2014-07-05,DM-13525,Corporate,Furniture,Furnishings,"213.216,00",3,"159.912,00"
CA-2016-167115,2016-04-04,EH-14185,Consumer,Office Supplies,Binders,"588.784,00",2,"183.995,00"
US-2017-153633,2017-11-13,TC-21295,Consumer,Office Supplies,Art,"2.064,00",1,"1.548,00"
CA-2017-155929,2017-09-09,AI-10855,Consumer,Office Supplies,Paper,"6.368,00",2,"2.388,00"
CA-2015-148712,2015-04-17,JM-15535,Consumer,Technology,Accessories,99.6,1,"36.852,00"
CA-2015-148712,2015-04-17,JM-15535,Consumer,Office Supplies,Binders,"62.296,00",13,"210.249,00"
CA-2015-148712,2015-04-17,JM-15535,Consumer,Office Supplies,Art,10.71,3,"2.171.765,00"
CA-2016-128307,2016-07-25,BE-11335,Home Office,Office Supplies,Envelopes,"20.936,00",1,"-453.083,00"
US-2016-127425,2016-08-26,DR-12880,Corporate,Technology,Phones,"33,00",6,8.25
US-2016-127425,2016-08-26,DR-12880,Corporate,Technology,Accessories,249.95,5,"874.825,00"
US-2014-119081,2014-09-12,TA-21385,Home Office,Office Supplies,Supplies,357.93,3,"-114.503,00"
US-2014-119081,2014-09-12,TA-21385,Home Office,Technology,Accessories,57.4,5,"10.906,00"
US-2014-119081,2014-09-12,TA-21385,Home Office,Office Supplies,Binders,331.96,2,"149.382,00"
US-2014-119081,2014-09-12,TA-21385,Home Office,Furniture,Furnishings,40.56,2,"2.882.831,00"
CA-2016-140613,2016-07-22,KN-16705,Home Office,Office Supplies,Supplies,86.2,5,"24.998,00"
US-2017-108700,2017-05-19,PJ-18835,Corporate,Office Supplies,Paper,"38.016,00",6,"137.808,00"
CA-2017-160962,2017-04-28,MC-17605,Corporate,Office Supplies,Storage,"8.384,00",1,"7.336,00"
CA-2017-160962,2017-04-28,MC-17605,Corporate,Office Supplies,Art,"6.848,00",2,"7.704,00"
CA-2017-130631,2017-12-29,BS-11755,Consumer,Office Supplies,Fasteners,"44.001,00",5,"9.604,00"
CA-2017-130631,2017-12-29,BS-11755,Consumer,Furniture,Furnishings,68.46,2,"20.538,00"
CA-2017-116680,2017-09-04,PK-19075,Consumer,Office Supplies,Binders,"13.344,00",6,"536.269,00"
CA-2017-116680,2017-09-04,PK-19075,Consumer,Furniture,Tables,"1.478.272,00",8,"92.392,00"
US-2014-107405,2014-03-21,TS-21205,Corporate,Office Supplies,Storage,"16.272,00",1,"-38.646,00"
CA-2017-101574,2017-09-28,BD-11725,Consumer,Furniture,Furnishings,9.24,3,"895.667,00"
CA-2014-146591,2014-01-19,TS-21340,Consumer,Office Supplies,Binders,32.34,10,"-23.716,00"
CA-2014-146591,2014-01-19,TS-21340,Consumer,Office Supplies,Paper,"56.064,00",4,"196.224,00"
CA-2014-146591,2014-01-19,TS-21340,Consumer,Office Supplies,Envelopes,108.72,5,"36.693,00"
CA-2014-146591,2014-01-19,TS-21340,Consumer,Furniture,Bookcases,181.47,5,"-320.597,00"
CA-2014-107706,2014-02-14,ST-20530,Consumer,Office Supplies,Paper,"16.176,00",3,"6.066,00"
CA-2016-122448,2016-06-09,DB-13210,Consumer,Furniture,Chairs,"122.352,00",3,"137.646,00"
CA-2014-132451,2014-09-26,KF-16285,Home Office,Furniture,Chairs,"585.552,00",3,"73.194,00"
CA-2014-132451,2014-09-26,KF-16285,Home Office,Office Supplies,Paper,19.44,3,"515.968,00"
CA-2016-158547,2016-05-30,JM-16195,Consumer,Office Supplies,Appliances,123.92,5,"9.294,00"
CA-2017-116946,2017-12-19,TS-21505,Consumer,Furniture,Furnishings,13.36,5,"4.008,00"
CA-2017-116946,2017-12-19,TS-21505,Consumer,Office Supplies,Storage,"78.256,00",2,"-176.076,00"
CA-2017-116946,2017-12-19,TS-21505,Consumer,Furniture,Bookcases,"102.018,00",7,"-1.836.324,00"
CA-2017-121741,2017-12-26,YC-21895,Corporate,Office Supplies,Storage,750.68,2,"37.534,00"
CA-2017-169691,2017-06-15,Dp-13240,Home Office,Office Supplies,Labels,44.4,3,"43.883,00"
CA-2017-169691,2017-06-15,Dp-13240,Home Office,Office Supplies,Storage,84.55,5,"228.285,00"
CA-2017-169691,2017-06-15,Dp-13240,Home Office,Office Supplies,Paper,17.94,3,"2.193.860,00"
CA-2016-121356,2016-11-20,SJ-20500,Consumer,Office Supplies,Binders,128.4,3,"62.916,00"
CA-2014-101770,2014-03-31,KB-16240,Corporate,Office Supplies,Binders,"1.869,00",1,"-13.083,00"
CA-2017-105487,2017-10-08,CS-12250,Corporate,Technology,Phones,"103.192,00",1,"1.531.038,00"
CA-2017-105487,2017-10-08,CS-12250,Corporate,Technology,Accessories,"36,00",2,6.48
CA-2017-105487,2017-10-08,CS-12250,Corporate,Technology,Accessories,239.96,4,"1.151.808,00"
CA-2017-105487,2017-10-08,CS-12250,Corporate,Office Supplies,Storage,40.68,2,"4.068,00"
CA-2017-148999,2017-01-30,EB-13870,Consumer,Furniture,Chairs,"419.136,00",4,"-681.096,00"
CA-2014-107573,2014-12-12,PB-19150,Consumer,Office Supplies,Envelopes,"23.472,00",3,"1.601.407,00"
CA-2015-156608,2015-10-24,MT-18070,Home Office,Office Supplies,Binders,"3.592,00",4,"-6.286,00"
CA-2017-134495,2017-04-01,BF-11020,Corporate,Technology,Phones,"23.976,00",3,"-56.943,00"
CA-2017-134495,2017-04-01,BF-11020,Corporate,Office Supplies,Labels,"6.264,00",3,"-563.171,00"
CA-2017-134495,2017-04-01,BF-11020,Corporate,Office Supplies,Appliances,"20.808,00",3,"2.303.586,00"
CA-2017-134495,2017-04-01,BF-11020,Corporate,Furniture,Chairs,"218.352,00",3,"-191.058,00"
CA-2017-164098,2017-01-26,CG-12520,Consumer,Office Supplies,Storage,18.16,2,"1.816,00"
CA-2014-105249,2014-11-28,DH-13675,Home Office,Office Supplies,Supplies,7.36,2,"1.472,00"
CA-2014-105249,2014-11-28,DH-13675,Home Office,Office Supplies,Labels,41.4,4,"19.872,00"
CA-2014-105249,2014-11-28,DH-13675,Home Office,Furniture,Bookcases,"411.332,00",4,"-48.392,00"
CA-2015-113523,2015-09-04,SC-20440,Corporate,Office Supplies,Binders,"7.656,00",4,"-61.248,00"
CA-2017-117821,2017-06-12,HG-15025,Consumer,Technology,Accessories,63.92,2,"19.176,00"
CA-2017-164378,2017-07-15,MM-18055,Consumer,Office Supplies,Art,6.56,2,"2.601.989,00"
CA-2017-164378,2017-07-15,MM-18055,Consumer,Office Supplies,Labels,7.83,3,"1.504.130,00"
CA-2017-164378,2017-07-15,MM-18055,Consumer,Technology,Accessories,41.9,2,"8.799,00"
CA-2017-164378,2017-07-15,MM-18055,Consumer,Furniture,Chairs,"664.146,00",6,"885.528,00"
CA-2017-164378,2017-07-15,MM-18055,Consumer,Office Supplies,Paper,8.96,2,"732.038,00"
CA-2017-127782,2017-11-02,TH-21115,Corporate,Furniture,Furnishings,"3.312,00",1,"6.624,00"
CA-2017-127782,2017-11-02,TH-21115,Corporate,Office Supplies,Appliances,"20.136,00",3,"250.194,00"
CA-2017-127782,2017-11-02,TH-21115,Corporate,Office Supplies,Envelopes,"8.856,00",3,"2.513.632,00"
CA-2017-127782,2017-11-02,TH-21115,Corporate,Technology,Phones,859.2,4,-186.16
US-2016-162026,2016-10-08,JE-15745,Consumer,Office Supplies,Paper,61.96,2,"27.882,00"
CA-2016-150000,2016-04-08,PG-18820,Consumer,Office Supplies,Envelopes,17.92,4,"1.503.553,00"
CA-2015-168529,2015-10-08,MB-17305,Consumer,Furniture,Furnishings,145.9,5,"62.737,00"
US-2017-152569,2017-05-15,JD-16015,Consumer,Office Supplies,Paper,"56.704,00",2,"191.376,00"
US-2017-152569,2017-05-15,JD-16015,Consumer,Technology,Phones,"44.176,00",2,"3.475,00"
US-2014-137680,2014-02-24,JH-15430,Consumer,Office Supplies,Paper,"32.896,00",4,"-319.646,00"
US-2014-137680,2014-02-24,JH-15430,Consumer,Office Supplies,Paper,"22.776,00",3,"1.815.074,00"
CA-2015-103177,2015-05-30,EN-13780,Consumer,Technology,Phones,239.97,3,"765.947,00"
CA-2015-103177,2015-05-30,EN-13780,Consumer,Office Supplies,Appliances,160.32,2,"448.896,00"
CA-2015-103177,2015-05-30,EN-13780,Consumer,Technology,Phones,128.85,3,"2.467.274,00"
US-2016-138408,2016-11-18,KC-16255,Corporate,Technology,Accessories,1319.96,4,"527.984,00"
CA-2017-117667,2017-12-04,MS-17980,Corporate,Furniture,Chairs,239.96,10,"-10.284,00"
CA-2017-117667,2017-12-04,MS-17980,Corporate,Furniture,Furnishings,"54.768,00",2,"6.846,00"
CA-2017-117667,2017-12-04,MS-17980,Corporate,Office Supplies,Art,"13.392,00",3,"-34.272,00"
CA-2017-117667,2017-12-04,MS-17980,Corporate,Office Supplies,Paper,23.92,5,"8.671,00"
CA-2017-117667,2017-12-04,MS-17980,Corporate,Technology,Accessories,"255.968,00",4,"-287.964,00"
CA-2016-110982,2016-06-05,CK-12205,Consumer,Office Supplies,Binders,"21.552,00",6,"16.254,00"
CA-2016-110982,2016-06-05,CK-12205,Consumer,Office Supplies,Appliances,58.24,4,"157.248,00"
CA-2016-147123,2016-12-10,SJ-20125,Home Office,Office Supplies,Paper,80.28,12,"369.288,00"
CA-2017-154501,2017-04-30,EA-14035,Corporate,Office Supplies,Art,9.78,2,"35.886,00"
CA-2017-166933,2017-04-24,MG-17890,Home Office,Office Supplies,Fasteners,1.81,1,"6.516,00"
CA-2015-142055,2015-05-08,AB-10255,Home Office,Office Supplies,Paper,37.94,2,"182.112,00"
CA-2015-137106,2015-03-31,SC-20260,Corporate,Technology,Phones,79.96,5,"27.986,00"
CA-2017-136609,2017-08-06,TB-21355,Corporate,Office Supplies,Paper,"115.296,00",3,"403.536,00"
CA-2017-160885,2017-12-02,JK-16090,Consumer,Technology,Phones,2479.96,4,"743.988,00"
US-2016-167472,2016-06-06,CK-12595,Consumer,Technology,Accessories,179.94,6,"755.748,00"
US-2016-167472,2016-06-06,CK-12595,Consumer,Technology,Accessories,26.85,3,"-323.118,00"
US-2016-167472,2016-06-06,CK-12595,Consumer,Technology,Accessories,323.37,3,"129.348,00"
US-2016-167472,2016-06-06,CK-12595,Consumer,Office Supplies,Paper,59.94,3,"281.718,00"
US-2016-167472,2016-06-06,CK-12595,Consumer,Office Supplies,Binders,64.14,3,"307.872,00"
US-2016-167472,2016-06-06,CK-12595,Consumer,Office Supplies,Binders,11.67,3,"1.503.461,00"
US-2016-167472,2016-06-06,CK-12595,Consumer,Office Supplies,Paper,12.96,2,"112.648,00"
CA-2015-120551,2015-04-13,SS-20590,Consumer,Office Supplies,Binders,17.43,3,"-628.733,00"
US-2017-150595,2017-05-22,LE-16810,Consumer,Furniture,Chairs,"181.986,00",2,"-545.958,00"
US-2017-150595,2017-05-22,LE-16810,Consumer,Office Supplies,Binders,"1.592,00",2,"-26.268,00"
US-2017-150595,2017-05-22,LE-16810,Consumer,Office Supplies,Supplies,"22.344,00",3,"1.182.323,00"
CA-2016-134936,2016-12-19,ES-14080,Corporate,Furniture,Tables,455.97,6,"-2.188.656,00"
CA-2016-134936,2016-12-19,ES-14080,Corporate,Office Supplies,Binders,10.44,6,"-7.656,00"
CA-2016-134936,2016-12-19,ES-14080,Corporate,Office Supplies,Binders,"5.214,00",2,"-41.712,00"
CA-2017-102967,2017-09-22,MG-17890,Home Office,Office Supplies,Storage,67.4,5,"17.524,00"
CA-2017-151008,2017-09-07,JM-16195,Consumer,Furniture,Furnishings,25.16,2,"1.377.971,00"
CA-2017-151008,2017-09-07,JM-16195,Consumer,Technology,Phones,126.56,4,47.46
CA-2014-159800,2014-11-28,SG-20470,Consumer,Office Supplies,Appliances,43.68,3,"2.204.910,00"
CA-2014-159800,2014-11-28,SG-20470,Consumer,Technology,Accessories,139.93,7,"349.825,00"
US-2014-159618,2014-11-12,DB-12970,Corporate,Office Supplies,Art,"2.672,00",1,"334,00"
US-2014-159618,2014-11-12,DB-12970,Corporate,Office Supplies,Supplies,"16.656,00",6,"-3.123,00"
US-2014-159618,2014-11-12,DB-12970,Corporate,Technology,Accessories,"79.512,00",3,"208.719,00"
US-2014-159618,2014-11-12,DB-12970,Corporate,Office Supplies,Paper,"36.288,00",7,"1.865.995,00"
US-2014-159618,2014-11-12,DB-12970,Corporate,Furniture,Bookcases,"679.932,00",1,"-129.987,00"
CA-2017-116113,2017-10-02,JW-15220,Corporate,Furniture,Furnishings,10.16,2,"965.763,00"
CA-2015-125066,2015-12-14,KD-16495,Corporate,Furniture,Furnishings,6.16,2,"2.853.276,00"
CA-2015-125066,2015-12-14,KD-16495,Corporate,Office Supplies,Art,56.3,2,"15.764,00"
US-2015-114741,2015-12-06,IL-15100,Consumer,Office Supplies,Paper,6.48,1,"-290.672,00"
US-2015-114741,2015-12-06,IL-15100,Consumer,Office Supplies,Storage,1325.85,5,"238.653,00"
US-2015-114741,2015-12-06,IL-15100,Consumer,Office Supplies,Labels,14.94,3,"2.492.568,00"
CA-2017-133263,2017-03-31,JE-15610,Corporate,Office Supplies,Binders,34.54,1,17.27
CA-2017-133263,2017-03-31,JE-15610,Corporate,Technology,Copiers,2999.95,5,"1.439.976,00"
CA-2017-133263,2017-03-31,JE-15610,Corporate,Office Supplies,Binders,64.12,4,"307.776,00"
CA-2017-157966,2017-03-13,SU-20665,Home Office,Office Supplies,Art,"19.456,00",4,"-4.350,00"
CA-2017-157966,2017-03-13,SU-20665,Home Office,Technology,Machines,"209.986,00",2,"2.956.487,00"
CA-2017-157966,2017-03-13,SU-20665,Home Office,Office Supplies,Art,29.76,5,1.86
CA-2017-157966,2017-03-13,SU-20665,Home Office,Furniture,Chairs,"89.768,00",1,"-25.648,00"
CA-2017-157966,2017-03-13,SU-20665,Home Office,Technology,Copiers,"959.984,00",2,"3.359.944,00"
CA-2017-157966,2017-03-13,SU-20665,Home Office,Office Supplies,Paper,"15.552,00",3,"1.634.948,00"
CA-2017-157966,2017-03-13,SU-20665,Home Office,Technology,Phones,34.36,1,"-73.015,00"
CA-2014-151162,2014-12-05,EA-14035,Corporate,Office Supplies,Paper,"98.376,00",3,"356.613,00"
CA-2014-151162,2014-12-05,EA-14035,Corporate,Office Supplies,Binders,29.94,4,"-23.952,00"
CA-2014-151162,2014-12-05,EA-14035,Corporate,Office Supplies,Paper,"17.472,00",3,"1.783.967,00"
CA-2014-151162,2014-12-05,EA-14035,Corporate,Technology,Phones,"36.738,00",1,"-91.845,00"
CA-2014-151162,2014-12-05,EA-14035,Corporate,Technology,Phones,179.94,2,"-44.985,00"
CA-2016-136686,2016-12-12,RF-19840,Consumer,Furniture,Furnishings,383.64,6,"1.227.648,00"
CA-2016-136686,2016-12-12,RF-19840,Consumer,Office Supplies,Appliances,56.52,3,"158.256,00"
CA-2017-137498,2017-09-09,LC-17050,Consumer,Office Supplies,Art,6.56,2,"2.601.989,00"
CA-2017-137498,2017-09-09,LC-17050,Consumer,Furniture,Chairs,243.92,5,"-15.245,00"
CA-2017-137498,2017-09-09,LC-17050,Consumer,Office Supplies,Paper,47.52,9,"228.096,00"
CA-2017-163818,2017-10-04,PS-18970,Home Office,Furniture,Furnishings,19.98,1,"1.466.297,00"
CA-2016-161158,2016-05-09,PS-18970,Home Office,Office Supplies,Art,"8,00",5,3.44
CA-2014-116673,2014-12-15,JO-15280,Consumer,Furniture,Furnishings,6.16,2,"2.853.276,00"
CA-2017-105333,2017-11-30,VP-21730,Home Office,Office Supplies,Storage,83.56,4,"1.757.548,00"
CA-2017-105333,2017-11-30,VP-21730,Home Office,Technology,Phones,546.06,3,"163.818,00"
CA-2017-105333,2017-11-30,VP-21730,Home Office,Office Supplies,Storage,269.49,3,"729.877,00"
CA-2015-149993,2015-03-19,GA-14725,Consumer,Office Supplies,Fasteners,"44.084,00",5,"3.597,00"
CA-2014-168158,2014-07-19,EM-14140,Home Office,Office Supplies,Binders,"6.096,00",2,"72.352,00"
CA-2016-115224,2016-12-08,DB-13615,Consumer,Office Supplies,Storage,34.05,3,"9.534,00"
CA-2016-115224,2016-12-08,DB-13615,Consumer,Office Supplies,Storage,352.38,2,"810.474,00"
CA-2014-164742,2014-10-13,ML-17395,Corporate,Furniture,Chairs,245.98,2,"270.578,00"
CA-2014-164742,2014-10-13,ML-17395,Corporate,Office Supplies,Binders,18.94,1,9.47
US-2017-108014,2017-11-19,JH-15430,Consumer,Office Supplies,Binders,"59.913,00",7,"-459.333,00"
CA-2017-160325,2017-09-24,BP-11095,Corporate,Technology,Phones,391.98,2,"1.097.544,00"
CA-2017-160325,2017-09-24,BP-11095,Corporate,Technology,Phones,437.85,3,"131.355,00"
CA-2015-159779,2015-09-25,SB-20185,Consumer,Office Supplies,Binders,68.62,2,"322.514,00"
CA-2017-151176,2017-02-13,SV-20785,Consumer,Office Supplies,Supplies,"43.886,00",3,"1.151.398,00"
CA-2017-151176,2017-02-13,SV-20785,Consumer,Office Supplies,Art,10.71,3,"2.171.765,00"
CA-2014-108903,2014-10-03,DO-13435,Consumer,Office Supplies,Art,"55.984,00",2,"32.234,00"
CA-2014-108903,2014-10-03,DO-13435,Consumer,Office Supplies,Envelopes,14.48,5,"4.887,00"
CA-2014-108903,2014-10-03,DO-13435,Consumer,Technology,Accessories,"142.488,00",3,"-35.622,00"
